category,subcategory,sku,image,status,name,featured,new_arrival,brand,quantity,Sample Price,Wholesale Price List 10 Items,Wholesale Price List 50 Items,Wholesale Price List 100 Items,Cost Price,short_description,description
Fashion,Sneakers,PAS-SHM-26-40,PAS-SHM-26-40,Enable,RefleteMulticoloured Sneakers,0,0,Reflete,1000,333,299.7,266.4,233.1,199.8,"Chill out this�season as you adorn this pair of Multicoloured sneakers by Reflete. Beautifully designed,canvas upper makes these sneakers appealing and a versatile pick. Club these sneakers with your outfit to add a refined finish to your overall look for the day.","Chill out this�season as you adorn this pair of Multicoloured sneakers by Reflete. Beautifully designed,canvas upper makes these sneakers appealing and a versatile pick. Club these sneakers with your outfit to add a refined finish to your overall look for the day.
Variation Size: UK:6
Variation Color: MultiClosure : Lace-up. 
Sole Material : TPR. 
Upper Material : Canvas. 
Product colour may slightly vary due to photographic lighting sources or your monitor settings
Package Length: 31
Package Width: 19
Package Height: 12
Package Weight: 800"
Fashion,Sneakers,PAS-SHM-26-41,PAS-SHM-26-41,Enable,RefleteMulticoloured Sneakers,0,0,Reflete,1000,333,299.7,266.4,233.1,199.8,"Chill out this�season as you adorn this pair of Multicoloured sneakers by Reflete. Beautifully designed,canvas upper makes these sneakers appealing and a versatile pick. Club these sneakers with your outfit to add a refined finish to your overall look for the day.","Chill out this�season as you adorn this pair of Multicoloured sneakers by Reflete. Beautifully designed,canvas upper makes these sneakers appealing and a versatile pick. Club these sneakers with your outfit to add a refined finish to your overall look for the day.
Variation Size: UK:7
Variation Color: MultiClosure : Lace-up. 
Sole Material : TPR. 
Upper Material : Canvas. 
Product colour may slightly vary due to photographic lighting sources or your monitor settings
Package Length: 31
Package Width: 19
Package Height: 12
Package Weight: 800"
Fashion,Sneakers,PAS-SHM-26-42,PAS-SHM-26-42,Enable,RefleteMulticoloured Sneakers,0,0,Reflete,1000,333,299.7,266.4,233.1,199.8,"Chill out this�season as you adorn this pair of Multicoloured sneakers by Reflete. Beautifully designed,canvas upper makes these sneakers appealing and a versatile pick. Club these sneakers with your outfit to add a refined finish to your overall look for the day.","Chill out this�season as you adorn this pair of Multicoloured sneakers by Reflete. Beautifully designed,canvas upper makes these sneakers appealing and a versatile pick. Club these sneakers with your outfit to add a refined finish to your overall look for the day.
Variation Size: UK:8
Variation Color: MultiClosure : Lace-up. 
Sole Material : TPR. 
Upper Material : Canvas. 
Product colour may slightly vary due to photographic lighting sources or your monitor settings
Package Length: 31
Package Width: 19
Package Height: 12
Package Weight: 800"
Fashion,Sneakers,PAS-SHM-26-43,PAS-SHM-26-43,Enable,RefleteMulticoloured Sneakers,0,0,Reflete,1000,333,299.7,266.4,233.1,199.8,"Chill out this�season as you adorn this pair of Multicoloured sneakers by Reflete. Beautifully designed,canvas upper makes these sneakers appealing and a versatile pick. Club these sneakers with your outfit to add a refined finish to your overall look for the day.","Chill out this�season as you adorn this pair of Multicoloured sneakers by Reflete. Beautifully designed,canvas upper makes these sneakers appealing and a versatile pick. Club these sneakers with your outfit to add a refined finish to your overall look for the day.
Variation Size: UK:9
Variation Color: MultiClosure : Lace-up. 
Sole Material : TPR. 
Upper Material : Canvas. 
Product colour may slightly vary due to photographic lighting sources or your monitor settings
Package Length: 31
Package Width: 19
Package Height: 12
Package Weight: 800"
Fashion,Sneakers,PAS-SHM-26-44,PAS-SHM-26-44,Enable,RefleteMulticoloured Sneakers,0,0,Reflete,1000,333,299.7,266.4,233.1,199.8,"Chill out this�season as you adorn this pair of Multicoloured sneakers by Reflete. Beautifully designed,canvas upper makes these sneakers appealing and a versatile pick. Club these sneakers with your outfit to add a refined finish to your overall look for the day.","Chill out this�season as you adorn this pair of Multicoloured sneakers by Reflete. Beautifully designed,canvas upper makes these sneakers appealing and a versatile pick. Club these sneakers with your outfit to add a refined finish to your overall look for the day.
Variation Size: UK:10
Variation Color: MultiClosure : Lace-up. 
Sole Material : TPR. 
Upper Material : Canvas. 
Product colour may slightly vary due to photographic lighting sources or your monitor settings
Package Length: 31
Package Width: 19
Package Height: 12
Package Weight: 800"
Fashion,Sneakers,PAS-SHM-27-40,PAS-SHM-27-40,Enable,RefleteMulticoloured Sneakers,0,0,Reflete,1000,333,299.7,266.4,233.1,199.8,"Chill out this�season as you adorn this pair of Multicoloured sneakers by Reflete. Beautifully designed,canvas upper makes these sneakers appealing and a versatile pick. Club these sneakers with your outfit to add a refined finish to your overall look for the day.","Chill out this�season as you adorn this pair of Multicoloured sneakers by Reflete. Beautifully designed,canvas upper makes these sneakers appealing and a versatile pick. Club these sneakers with your outfit to add a refined finish to your overall look for the day.
Variation Size: UK:6
Variation Color: BlackClosure : Lace-up. 
Sole Material : TPR. 
Upper Material : Canvas. 
Product colour may slightly vary due to photographic lighting sources or your monitor settings
Package Length: 31
Package Width: 19
Package Height: 12
Package Weight: 800"
Fashion,Sneakers,PAS-SHM-27-41,PAS-SHM-27-41,Enable,RefleteMulticoloured Sneakers,0,0,Reflete,1000,333,299.7,266.4,233.1,199.8,"Chill out this�season as you adorn this pair of Multicoloured sneakers by Reflete. Beautifully designed,canvas upper makes these sneakers appealing and a versatile pick. Club these sneakers with your outfit to add a refined finish to your overall look for the day.","Chill out this�season as you adorn this pair of Multicoloured sneakers by Reflete. Beautifully designed,canvas upper makes these sneakers appealing and a versatile pick. Club these sneakers with your outfit to add a refined finish to your overall look for the day.
Variation Size: UK:7
Variation Color: BlackClosure : Lace-up. 
Sole Material : TPR. 
Upper Material : Canvas. 
Product colour may slightly vary due to photographic lighting sources or your monitor settings
Package Length: 31
Package Width: 19
Package Height: 12
Package Weight: 800"
Fashion,Sneakers,PAS-SHM-27-42,PAS-SHM-27-42,Enable,RefleteMulticoloured Sneakers,0,0,Reflete,1000,333,299.7,266.4,233.1,199.8,"Chill out this�season as you adorn this pair of Multicoloured sneakers by Reflete. Beautifully designed,canvas upper makes these sneakers appealing and a versatile pick. Club these sneakers with your outfit to add a refined finish to your overall look for the day.","Chill out this�season as you adorn this pair of Multicoloured sneakers by Reflete. Beautifully designed,canvas upper makes these sneakers appealing and a versatile pick. Club these sneakers with your outfit to add a refined finish to your overall look for the day.
Variation Size: UK:8
Variation Color: BlackClosure : Lace-up. 
Sole Material : TPR. 
Upper Material : Canvas. 
Product colour may slightly vary due to photographic lighting sources or your monitor settings
Package Length: 31
Package Width: 19
Package Height: 12
Package Weight: 800"
Fashion,Sneakers,PAS-SHM-27-43,PAS-SHM-27-43,Enable,RefleteMulticoloured Sneakers,0,0,Reflete,1000,333,299.7,266.4,233.1,199.8,"Chill out this�season as you adorn this pair of Multicoloured sneakers by Reflete. Beautifully designed,canvas upper makes these sneakers appealing and a versatile pick. Club these sneakers with your outfit to add a refined finish to your overall look for the day.","Chill out this�season as you adorn this pair of Multicoloured sneakers by Reflete. Beautifully designed,canvas upper makes these sneakers appealing and a versatile pick. Club these sneakers with your outfit to add a refined finish to your overall look for the day.
Variation Size: UK:9
Variation Color: BlackClosure : Lace-up. 
Sole Material : TPR. 
Upper Material : Canvas. 
Product colour may slightly vary due to photographic lighting sources or your monitor settings
Package Length: 31
Package Width: 19
Package Height: 12
Package Weight: 800"
Fashion,Sneakers,PAS-SHM-27-44,PAS-SHM-27-44,Enable,RefleteMulticoloured Sneakers,0,0,Reflete,1000,333,299.7,266.4,233.1,199.8,"Chill out this�season as you adorn this pair of Multicoloured sneakers by Reflete. Beautifully designed,canvas upper makes these sneakers appealing and a versatile pick. Club these sneakers with your outfit to add a refined finish to your overall look for the day.","Chill out this�season as you adorn this pair of Multicoloured sneakers by Reflete. Beautifully designed,canvas upper makes these sneakers appealing and a versatile pick. Club these sneakers with your outfit to add a refined finish to your overall look for the day.
Variation Size: UK:10
Variation Color: BlackClosure : Lace-up. 
Sole Material : TPR. 
Upper Material : Canvas. 
Product colour may slightly vary due to photographic lighting sources or your monitor settings
Package Length: 31
Package Width: 19
Package Height: 12
Package Weight: 800"
Fashion,Sneakers,PAS-SHM-29-40,PAS-SHM-29-40,Enable,RefleteMulticoloured Sneakers,0,0,Reflete,1000,333,299.7,266.4,233.1,199.8,"Chill out this�season as you adorn this pair of Multicoloured sneakers by Reflete. Beautifully designed,canvas upper makes these sneakers appealing and a versatile pick. Club these sneakers with your outfit to add a refined finish to your overall look for the day.","Chill out this�season as you adorn this pair of Multicoloured sneakers by Reflete. Beautifully designed,canvas upper makes these sneakers appealing and a versatile pick. Club these sneakers with your outfit to add a refined finish to your overall look for the day.
Variation Size: UK:6
Variation Color: BlueClosure : Lace-up. 
Sole Material : TPR. 
Upper Material : Canvas. 
Product colour may slightly vary due to photographic lighting sources or your monitor settings
Package Length: 31
Package Width: 19
Package Height: 12
Package Weight: 800"
Fashion,Sneakers,PAS-SHM-29-41,PAS-SHM-29-41,Enable,RefleteMulticoloured Sneakers,0,0,Reflete,1000,333,299.7,266.4,233.1,199.8,"Chill out this�season as you adorn this pair of Multicoloured sneakers by Reflete. Beautifully designed,canvas upper makes these sneakers appealing and a versatile pick. Club these sneakers with your outfit to add a refined finish to your overall look for the day.","Chill out this�season as you adorn this pair of Multicoloured sneakers by Reflete. Beautifully designed,canvas upper makes these sneakers appealing and a versatile pick. Club these sneakers with your outfit to add a refined finish to your overall look for the day.
Variation Size: UK:7
Variation Color: BlueClosure : Lace-up. 
Sole Material : TPR. 
Upper Material : Canvas. 
Product colour may slightly vary due to photographic lighting sources or your monitor settings
Package Length: 31
Package Width: 19
Package Height: 12
Package Weight: 800"
Fashion,Sneakers,PAS-SHM-29-42,PAS-SHM-29-42,Enable,RefleteMulticoloured Sneakers,0,0,Reflete,1000,333,299.7,266.4,233.1,199.8,"Chill out this�season as you adorn this pair of Multicoloured sneakers by Reflete. Beautifully designed,canvas upper makes these sneakers appealing and a versatile pick. Club these sneakers with your outfit to add a refined finish to your overall look for the day.","Chill out this�season as you adorn this pair of Multicoloured sneakers by Reflete. Beautifully designed,canvas upper makes these sneakers appealing and a versatile pick. Club these sneakers with your outfit to add a refined finish to your overall look for the day.
Variation Size: UK:8
Variation Color: BlueClosure : Lace-up. 
Sole Material : TPR. 
Upper Material : Canvas. 
Product colour may slightly vary due to photographic lighting sources or your monitor settings
Package Length: 31
Package Width: 19
Package Height: 12
Package Weight: 800"
Fashion,Sneakers,PAS-SHM-29-43,PAS-SHM-29-43,Enable,RefleteMulticoloured Sneakers,0,0,Reflete,1000,333,299.7,266.4,233.1,199.8,"Chill out this�season as you adorn this pair of Multicoloured sneakers by Reflete. Beautifully designed,canvas upper makes these sneakers appealing and a versatile pick. Club these sneakers with your outfit to add a refined finish to your overall look for the day.","Chill out this�season as you adorn this pair of Multicoloured sneakers by Reflete. Beautifully designed,canvas upper makes these sneakers appealing and a versatile pick. Club these sneakers with your outfit to add a refined finish to your overall look for the day.
Variation Size: UK:9
Variation Color: BlueClosure : Lace-up. 
Sole Material : TPR. 
Upper Material : Canvas. 
Product colour may slightly vary due to photographic lighting sources or your monitor settings
Package Length: 31
Package Width: 19
Package Height: 12
Package Weight: 800"
Fashion,Sneakers,PAS-SHM-29-44,PAS-SHM-29-44,Enable,RefleteMulticoloured Sneakers,0,0,Reflete,1000,333,299.7,266.4,233.1,199.8,"Chill out this�season as you adorn this pair of Multicoloured sneakers by Reflete. Beautifully designed,canvas upper makes these sneakers appealing and a versatile pick. Club these sneakers with your outfit to add a refined finish to your overall look for the day.","Chill out this�season as you adorn this pair of Multicoloured sneakers by Reflete. Beautifully designed,canvas upper makes these sneakers appealing and a versatile pick. Club these sneakers with your outfit to add a refined finish to your overall look for the day.
Variation Size: UK:10
Variation Color: BlueClosure : Lace-up. 
Sole Material : TPR. 
Upper Material : Canvas. 
Product colour may slightly vary due to photographic lighting sources or your monitor settings
Package Length: 31
Package Width: 19
Package Height: 12
Package Weight: 800"
Fashion,Sneakers,PAS-SHM-30-40,PAS-SHM-30-40,Enable,RefleteMulticoloured Sneakers,0,0,Reflete,1000,333,299.7,266.4,233.1,199.8,"Chill out this�season as you adorn this pair of Multicoloured sneakers by Reflete. Beautifully designed,canvas upper makes these sneakers appealing and a versatile pick. Club these sneakers with your outfit to add a refined finish to your overall look for the day.","Chill out this�season as you adorn this pair of Multicoloured sneakers by Reflete. Beautifully designed,canvas upper makes these sneakers appealing and a versatile pick. Club these sneakers with your outfit to add a refined finish to your overall look for the day.
Variation Size: UK:6
Variation Color: BlackClosure : Lace-up. 
Sole Material : TPR. 
Upper Material : Canvas. 
Product colour may slightly vary due to photographic lighting sources or your monitor settings
Package Length: 31
Package Width: 19
Package Height: 12
Package Weight: 800"
Fashion,Sneakers,PAS-SHM-30-41,PAS-SHM-30-41,Enable,RefleteMulticoloured Sneakers,0,0,Reflete,1000,333,299.7,266.4,233.1,199.8,"Chill out this�season as you adorn this pair of Multicoloured sneakers by Reflete. Beautifully designed,canvas upper makes these sneakers appealing and a versatile pick. Club these sneakers with your outfit to add a refined finish to your overall look for the day.","Chill out this�season as you adorn this pair of Multicoloured sneakers by Reflete. Beautifully designed,canvas upper makes these sneakers appealing and a versatile pick. Club these sneakers with your outfit to add a refined finish to your overall look for the day.
Variation Size: UK:7
Variation Color: BlackClosure : Lace-up. 
Sole Material : TPR. 
Upper Material : Canvas. 
Product colour may slightly vary due to photographic lighting sources or your monitor settings
Package Length: 31
Package Width: 19
Package Height: 12
Package Weight: 800"
Fashion,Sneakers,PAS-SHM-30-42,PAS-SHM-30-42,Enable,RefleteMulticoloured Sneakers,0,0,Reflete,1000,333,299.7,266.4,233.1,199.8,"Chill out this�season as you adorn this pair of Multicoloured sneakers by Reflete. Beautifully designed,canvas upper makes these sneakers appealing and a versatile pick. Club these sneakers with your outfit to add a refined finish to your overall look for the day.","Chill out this�season as you adorn this pair of Multicoloured sneakers by Reflete. Beautifully designed,canvas upper makes these sneakers appealing and a versatile pick. Club these sneakers with your outfit to add a refined finish to your overall look for the day.
Variation Size: UK:8
Variation Color: BlackClosure : Lace-up. 
Sole Material : TPR. 
Upper Material : Canvas. 
Product colour may slightly vary due to photographic lighting sources or your monitor settings
Package Length: 31
Package Width: 19
Package Height: 12
Package Weight: 800"
Fashion,Sneakers,PAS-SHM-30-43,PAS-SHM-30-43,Enable,RefleteMulticoloured Sneakers,0,0,Reflete,1000,333,299.7,266.4,233.1,199.8,"Chill out this�season as you adorn this pair of Multicoloured sneakers by Reflete. Beautifully designed,canvas upper makes these sneakers appealing and a versatile pick. Club these sneakers with your outfit to add a refined finish to your overall look for the day.","Chill out this�season as you adorn this pair of Multicoloured sneakers by Reflete. Beautifully designed,canvas upper makes these sneakers appealing and a versatile pick. Club these sneakers with your outfit to add a refined finish to your overall look for the day.
Variation Size: UK:9
Variation Color: BlackClosure : Lace-up. 
Sole Material : TPR. 
Upper Material : Canvas. 
Product colour may slightly vary due to photographic lighting sources or your monitor settings
Package Length: 31
Package Width: 19
Package Height: 12
Package Weight: 800"
Fashion,Sneakers,PAS-SHM-30-44,PAS-SHM-30-44,Enable,RefleteMulticoloured Sneakers,0,0,Reflete,1000,333,299.7,266.4,233.1,199.8,"Chill out this�season as you adorn this pair of Multicoloured sneakers by Reflete. Beautifully designed,canvas upper makes these sneakers appealing and a versatile pick. Club these sneakers with your outfit to add a refined finish to your overall look for the day.","Chill out this�season as you adorn this pair of Multicoloured sneakers by Reflete. Beautifully designed,canvas upper makes these sneakers appealing and a versatile pick. Club these sneakers with your outfit to add a refined finish to your overall look for the day.
Variation Size: UK:10
Variation Color: BlackClosure : Lace-up. 
Sole Material : TPR. 
Upper Material : Canvas. 
Product colour may slightly vary due to photographic lighting sources or your monitor settings
Package Length: 31
Package Width: 19
Package Height: 12
Package Weight: 800"
Fashion,Sneakers,PAS-SHM-31-40,PAS-SHM-31-40,Enable,RefleteMulticoloured Sneakers,0,0,Reflete,1000,333,299.7,266.4,233.1,199.8,"Chill out this�season as you adorn this pair of Multicoloured sneakers by Reflete. Beautifully designed,canvas upper makes these sneakers appealing and a versatile pick. Club these sneakers with your outfit to add a refined finish to your overall look for the day.","Chill out this�season as you adorn this pair of Multicoloured sneakers by Reflete. Beautifully designed,canvas upper makes these sneakers appealing and a versatile pick. Club these sneakers with your outfit to add a refined finish to your overall look for the day.
Variation Size: UK:6
Variation Color: RedClosure : Lace-up. 
Sole Material : TPR. 
Upper Material : Canvas. 
Product colour may slightly vary due to photographic lighting sources or your monitor settings
Package Length: 31
Package Width: 19
Package Height: 12
Package Weight: 800"
Fashion,Sneakers,PAS-SHM-31-41,PAS-SHM-31-41,Enable,RefleteMulticoloured Sneakers,0,0,Reflete,1000,333,299.7,266.4,233.1,199.8,"Chill out this�season as you adorn this pair of Multicoloured sneakers by Reflete. Beautifully designed,canvas upper makes these sneakers appealing and a versatile pick. Club these sneakers with your outfit to add a refined finish to your overall look for the day.","Chill out this�season as you adorn this pair of Multicoloured sneakers by Reflete. Beautifully designed,canvas upper makes these sneakers appealing and a versatile pick. Club these sneakers with your outfit to add a refined finish to your overall look for the day.
Variation Size: UK:7
Variation Color: RedClosure : Lace-up. 
Sole Material : TPR. 
Upper Material : Canvas. 
Product colour may slightly vary due to photographic lighting sources or your monitor settings
Package Length: 31
Package Width: 19
Package Height: 12
Package Weight: 800"
Fashion,Sneakers,PAS-SHM-31-42,PAS-SHM-31-42,Enable,RefleteMulticoloured Sneakers,0,0,Reflete,1000,333,299.7,266.4,233.1,199.8,"Chill out this�season as you adorn this pair of Multicoloured sneakers by Reflete. Beautifully designed,canvas upper makes these sneakers appealing and a versatile pick. Club these sneakers with your outfit to add a refined finish to your overall look for the day.","Chill out this�season as you adorn this pair of Multicoloured sneakers by Reflete. Beautifully designed,canvas upper makes these sneakers appealing and a versatile pick. Club these sneakers with your outfit to add a refined finish to your overall look for the day.
Variation Size: UK:8
Variation Color: RedClosure : Lace-up. 
Sole Material : TPR. 
Upper Material : Canvas. 
Product colour may slightly vary due to photographic lighting sources or your monitor settings
Package Length: 31
Package Width: 19
Package Height: 12
Package Weight: 800"
Fashion,Sneakers,PAS-SHM-31-43,PAS-SHM-31-43,Enable,RefleteMulticoloured Sneakers,0,0,Reflete,1000,333,299.7,266.4,233.1,199.8,"Chill out this�season as you adorn this pair of Multicoloured sneakers by Reflete. Beautifully designed,canvas upper makes these sneakers appealing and a versatile pick. Club these sneakers with your outfit to add a refined finish to your overall look for the day.","Chill out this�season as you adorn this pair of Multicoloured sneakers by Reflete. Beautifully designed,canvas upper makes these sneakers appealing and a versatile pick. Club these sneakers with your outfit to add a refined finish to your overall look for the day.
Variation Size: UK:9
Variation Color: RedClosure : Lace-up. 
Sole Material : TPR. 
Upper Material : Canvas. 
Product colour may slightly vary due to photographic lighting sources or your monitor settings
Package Length: 31
Package Width: 19
Package Height: 12
Package Weight: 800"
Fashion,Sneakers,PAS-SHM-31-44,PAS-SHM-31-44,Enable,RefleteMulticoloured Sneakers,0,0,Reflete,1000,333,299.7,266.4,233.1,199.8,"Chill out this�season as you adorn this pair of Multicoloured sneakers by Reflete. Beautifully designed,canvas upper makes these sneakers appealing and a versatile pick. Club these sneakers with your outfit to add a refined finish to your overall look for the day.","Chill out this�season as you adorn this pair of Multicoloured sneakers by Reflete. Beautifully designed,canvas upper makes these sneakers appealing and a versatile pick. Club these sneakers with your outfit to add a refined finish to your overall look for the day.
Variation Size: UK:10
Variation Color: RedClosure : Lace-up. 
Sole Material : TPR. 
Upper Material : Canvas. 
Product colour may slightly vary due to photographic lighting sources or your monitor settings
Package Length: 31
Package Width: 19
Package Height: 12
Package Weight: 800"
Fashion,Sneakers,PAS-SHM-32-40,PAS-SHM-32-40,Enable,RefleteMulticoloured Sneakers,0,0,Reflete,1000,333,299.7,266.4,233.1,199.8,"Chill out this�season as you adorn this pair of Multicoloured sneakers by Reflete. Beautifully designed,canvas upper makes these sneakers appealing and a versatile pick. Club these sneakers with your outfit to add a refined finish to your overall look for the day.","Chill out this�season as you adorn this pair of Multicoloured sneakers by Reflete. Beautifully designed,canvas upper makes these sneakers appealing and a versatile pick. Club these sneakers with your outfit to add a refined finish to your overall look for the day.
Variation Size: UK:6
Variation Color: MultiClosure : Lace-up. 
Sole Material : TPR. 
Upper Material : Canvas. 
Product colour may slightly vary due to photographic lighting sources or your monitor settings
Package Length: 31
Package Width: 19
Package Height: 12
Package Weight: 800"
Fashion,Sneakers,PAS-SHM-32-41,PAS-SHM-32-41,Enable,RefleteMulticoloured Sneakers,0,0,Reflete,1000,333,299.7,266.4,233.1,199.8,"Chill out this�season as you adorn this pair of Multicoloured sneakers by Reflete. Beautifully designed,canvas upper makes these sneakers appealing and a versatile pick. Club these sneakers with your outfit to add a refined finish to your overall look for the day.","Chill out this�season as you adorn this pair of Multicoloured sneakers by Reflete. Beautifully designed,canvas upper makes these sneakers appealing and a versatile pick. Club these sneakers with your outfit to add a refined finish to your overall look for the day.
Variation Size: UK:7
Variation Color: MultiClosure : Lace-up. 
Sole Material : TPR. 
Upper Material : Canvas. 
Product colour may slightly vary due to photographic lighting sources or your monitor settings
Package Length: 31
Package Width: 19
Package Height: 12
Package Weight: 800"
Fashion,Sneakers,PAS-SHM-32-42,PAS-SHM-32-42,Enable,RefleteMulticoloured Sneakers,0,0,Reflete,1000,333,299.7,266.4,233.1,199.8,"Chill out this�season as you adorn this pair of Multicoloured sneakers by Reflete. Beautifully designed,canvas upper makes these sneakers appealing and a versatile pick. Club these sneakers with your outfit to add a refined finish to your overall look for the day.","Chill out this�season as you adorn this pair of Multicoloured sneakers by Reflete. Beautifully designed,canvas upper makes these sneakers appealing and a versatile pick. Club these sneakers with your outfit to add a refined finish to your overall look for the day.
Variation Size: UK:8
Variation Color: MultiClosure : Lace-up. 
Sole Material : TPR. 
Upper Material : Canvas. 
Product colour may slightly vary due to photographic lighting sources or your monitor settings
Package Length: 31
Package Width: 19
Package Height: 12
Package Weight: 800"
Fashion,Sneakers,PAS-SHM-32-43,PAS-SHM-32-43,Enable,RefleteMulticoloured Sneakers,0,0,Reflete,1000,333,299.7,266.4,233.1,199.8,"Chill out this�season as you adorn this pair of Multicoloured sneakers by Reflete. Beautifully designed,canvas upper makes these sneakers appealing and a versatile pick. Club these sneakers with your outfit to add a refined finish to your overall look for the day.","Chill out this�season as you adorn this pair of Multicoloured sneakers by Reflete. Beautifully designed,canvas upper makes these sneakers appealing and a versatile pick. Club these sneakers with your outfit to add a refined finish to your overall look for the day.
Variation Size: UK:9
Variation Color: MultiClosure : Lace-up. 
Sole Material : TPR. 
Upper Material : Canvas. 
Product colour may slightly vary due to photographic lighting sources or your monitor settings
Package Length: 31
Package Width: 19
Package Height: 12
Package Weight: 800"
Fashion,Sneakers,PAS-SHM-32-44,PAS-SHM-32-44,Enable,RefleteMulticoloured Sneakers,0,0,Reflete,1000,333,299.7,266.4,233.1,199.8,"Chill out this�season as you adorn this pair of Multicoloured sneakers by Reflete. Beautifully designed,canvas upper makes these sneakers appealing and a versatile pick. Club these sneakers with your outfit to add a refined finish to your overall look for the day.","Chill out this�season as you adorn this pair of Multicoloured sneakers by Reflete. Beautifully designed,canvas upper makes these sneakers appealing and a versatile pick. Club these sneakers with your outfit to add a refined finish to your overall look for the day.
Variation Size: UK:10
Variation Color: MultiClosure : Lace-up. 
Sole Material : TPR. 
Upper Material : Canvas. 
Product colour may slightly vary due to photographic lighting sources or your monitor settings
Package Length: 31
Package Width: 19
Package Height: 12
Package Weight: 800"
Fashion,Sneakers,PAS-SHM-34-40,PAS-SHM-34-40,Enable,RefleteMulticoloured Sneakers,0,0,Reflete,1000,333,299.7,266.4,233.1,199.8,"Chill out this�season as you adorn this pair of Multicoloured sneakers by Reflete. Beautifully designed,canvas upper makes these sneakers appealing and a versatile pick. Club these sneakers with your outfit to add a refined finish to your overall look for the day.","Chill out this�season as you adorn this pair of Multicoloured sneakers by Reflete. Beautifully designed,canvas upper makes these sneakers appealing and a versatile pick. Club these sneakers with your outfit to add a refined finish to your overall look for the day.
Variation Size: UK:6
Variation Color: GreenClosure : Lace-up. 
Sole Material : TPR. 
Upper Material : Canvas. 
Product colour may slightly vary due to photographic lighting sources or your monitor settings
Package Length: 31
Package Width: 19
Package Height: 12
Package Weight: 800"
Fashion,Sneakers,PAS-SHM-34-41,PAS-SHM-34-41,Enable,RefleteMulticoloured Sneakers,0,0,Reflete,1000,333,299.7,266.4,233.1,199.8,"Chill out this�season as you adorn this pair of Multicoloured sneakers by Reflete. Beautifully designed,canvas upper makes these sneakers appealing and a versatile pick. Club these sneakers with your outfit to add a refined finish to your overall look for the day.","Chill out this�season as you adorn this pair of Multicoloured sneakers by Reflete. Beautifully designed,canvas upper makes these sneakers appealing and a versatile pick. Club these sneakers with your outfit to add a refined finish to your overall look for the day.
Variation Size: UK:7
Variation Color: GreenClosure : Lace-up. 
Sole Material : TPR. 
Upper Material : Canvas. 
Product colour may slightly vary due to photographic lighting sources or your monitor settings
Package Length: 31
Package Width: 19
Package Height: 12
Package Weight: 800"
Fashion,Sneakers,PAS-SHM-34-42,PAS-SHM-34-42,Enable,RefleteMulticoloured Sneakers,0,0,Reflete,1000,333,299.7,266.4,233.1,199.8,"Chill out this�season as you adorn this pair of Multicoloured sneakers by Reflete. Beautifully designed,canvas upper makes these sneakers appealing and a versatile pick. Club these sneakers with your outfit to add a refined finish to your overall look for the day.","Chill out this�season as you adorn this pair of Multicoloured sneakers by Reflete. Beautifully designed,canvas upper makes these sneakers appealing and a versatile pick. Club these sneakers with your outfit to add a refined finish to your overall look for the day.
Variation Size: UK:8
Variation Color: GreenClosure : Lace-up. 
Sole Material : TPR. 
Upper Material : Canvas. 
Product colour may slightly vary due to photographic lighting sources or your monitor settings
Package Length: 31
Package Width: 19
Package Height: 12
Package Weight: 800"
Fashion,Sneakers,PAS-SHM-34-43,PAS-SHM-34-43,Enable,RefleteMulticoloured Sneakers,0,0,Reflete,1000,333,299.7,266.4,233.1,199.8,"Chill out this�season as you adorn this pair of Multicoloured sneakers by Reflete. Beautifully designed,canvas upper makes these sneakers appealing and a versatile pick. Club these sneakers with your outfit to add a refined finish to your overall look for the day.","Chill out this�season as you adorn this pair of Multicoloured sneakers by Reflete. Beautifully designed,canvas upper makes these sneakers appealing and a versatile pick. Club these sneakers with your outfit to add a refined finish to your overall look for the day.
Variation Size: UK:9
Variation Color: GreenClosure : Lace-up. 
Sole Material : TPR. 
Upper Material : Canvas. 
Product colour may slightly vary due to photographic lighting sources or your monitor settings
Package Length: 31
Package Width: 19
Package Height: 12
Package Weight: 800"
Fashion,Sneakers,PAS-SHM-34-44,PAS-SHM-34-44,Enable,RefleteMulticoloured Sneakers,0,0,Reflete,1000,333,299.7,266.4,233.1,199.8,"Chill out this�season as you adorn this pair of Multicoloured sneakers by Reflete. Beautifully designed,canvas upper makes these sneakers appealing and a versatile pick. Club these sneakers with your outfit to add a refined finish to your overall look for the day.","Chill out this�season as you adorn this pair of Multicoloured sneakers by Reflete. Beautifully designed,canvas upper makes these sneakers appealing and a versatile pick. Club these sneakers with your outfit to add a refined finish to your overall look for the day.
Variation Size: UK:10
Variation Color: GreenClosure : Lace-up. 
Sole Material : TPR. 
Upper Material : Canvas. 
Product colour may slightly vary due to photographic lighting sources or your monitor settings
Package Length: 31
Package Width: 19
Package Height: 12
Package Weight: 800"
